Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
SPELLO;PERUGIA;Umbria;Arco di Augusto;2013;2013-08-23T00:52:58Z;2428724208;12.6719352;42.9934441999999
SPELLO;PERUGIA;Umbria;Mosaico Domus Romana;2013;2013-06-25T11:10:09Z;2360275843;12.6706831;42.9918724999999
SPELLO;PERUGIA;Umbria;Resti edificio termale romano;2013;2013-06-25T11:17:55Z;2360279086;12.6653134;42.9971089
UMBERTIDE;PERUGIA;Umbria;Tomba del Faggeto;2009;2009-10-02T11:42:56Z;517379991;12.2981528;43.2201616999999
AMELIA;TERNI;Umbria;Porta di Pantanelli;2016;2016-01-31T10:50:13Z;3979348014;12.4146974;42.5540221999999
MONTEGABBIONE;TERNI;Umbria;;2012;2012-03-24T13:53:56Z;1688644923;12.1098096;42.8992008999999
NARNI;TERNI;Umbria;;2011;2011-06-19T22:37:10Z;667321267;12.5142398;42.5257752999999
NARNI;TERNI;Umbria;;2013;2013-04-19T13:24:57Z;2272667385;12.428849;42.4330456
NARNI;TERNI;Umbria;colombario;2013;2013-04-15T13:24:24Z;1088380428;12.4518015;42.4714420999999
NARNI;TERNI;Umbria;Porto Romano;2011;2011-02-23T15:44:40Z;1086176760;12.4846901999999;42.5007860999999
ORVIETO;TERNI;Umbria;Campo della Fiera;2014;2014-11-25T12:13:28Z;3204500900;12.0961868999999;42.7125441
ORVIETO;TERNI;Umbria;Necropoli di Cannicella;2015;2015-09-15T10:48:14Z;2446792141;12.1172146;42.7148777999999
ORVIETO;TERNI;Umbria;Tempio del Belvedere;2014;2014-11-05T11:08:49Z;1027965774;12.1198882;42.7225285999999
OTRICOLI;TERNI;Umbria;;2010;2010-08-30T22:00:55Z;889481932;12.4653398;42.4136730999999
OTRICOLI;TERNI;Umbria;;2010;2010-09-06T23:57:55Z;899874807;12.4753849999999;42.4104379999999
OTRICOLI;TERNI;Umbria;;2010;2010-12-30T20:12:05Z;1073694206;12.4605332;42.4094272999999
TERNI;TERNI;Umbria;Carsulae;2013;2013-07-28T05:10:52Z;640322826;12.5568068;42.6397990999999
BARBARANO ROMANO;VITERBO;Lazio;Bagno romano;2016;2016-02-19T19:22:34Z;4015203984;12.0746787999999;42.2597061
BARBARANO ROMANO;VITERBO;Lazio;Tomba Costa;2016;2016-02-19T19:08:52Z;4015178837;12.0787947;42.2585443999999
BARBARANO ROMANO;VITERBO;Lazio;Tomba del Cervo;2016;2016-02-19T19:17:32Z;4015200386;12.078938;42.2610134999999
BARBARANO ROMANO;VITERBO;Lazio;Tomba della Regina;2016;2016-02-19T19:17:32Z;4015200387;12.080075;42.2610322999999
BARBARANO ROMANO;VITERBO;Lazio;Tomba Rosi;2016;2016-02-19T19:08:53Z;4015178838;12.0772872;42.2590829999999
BARBARANO ROMANO;VITERBO;Lazio;Tombe a portico;2016;2016-02-19T19:17:32Z;4015200388;12.0818972;42.2612412
BLERA;VITERBO;Lazio;Altare rupestre etrusco;2014;2014-06-30T09:37:28Z;2940279504;12.0015148;42.2941742
BLERA;VITERBO;Lazio;Cisterna Villa Rustica romana Formello;2014;2014-07-12T16:28:54Z;2960026820;12.0075471;42.2521002
BLERA;VITERBO;Lazio;Colombario romano;2014;2014-06-29T07:08:56Z;2938501502;12.0236461;42.2738635999999
BLERA;VITERBO;Lazio;Grande capanna dell'età del Ferro;2014;2014-06-28T10:43:08Z;2936755718;11.9329888;42.2257869999999
BLERA;VITERBO;Lazio;Mausoleo romano Villa rustica Formello;2014;2014-07-12T16:28:54Z;2936737742;12.0087399;42.2525239
BLERA;VITERBO;Lazio;Necropoli di Casale Vignale;2014;2014-06-28T10:33:59Z;1459871638;12.002926;42.2252231
BLERA;VITERBO;Lazio;Necropoli etrusca ellenistica Le Casacce;2014;2014-06-28T08:56:07Z;2936635091;12.026061;42.2765281
BLERA;VITERBO;Lazio;Tomba a casa;2014;2014-06-28T08:34:40Z;2936609000;12.0125425;42.2852718999999
BLERA;VITERBO;Lazio;Villaggio etrusco San Giovenale - Borgo;2014;2014-06-28T10:27:15Z;1459871635;12.0014047;42.225078
BOLSENA;VITERBO;Lazio;anfiteatro romano;2014;2014-02-10T00:01:02Z;2664292434;11.9850895;42.6472790999999
BOLSENA;VITERBO;Lazio;Area archeologica di Bolsena;2014;2014-02-10T00:07:53Z;2664286132;11.9851699;42.6482181
BOMARZO;VITERBO;Lazio;Monte Casoli;2013;2013-02-15T18:42:53Z;2156401152;12.2374986;42.4981354
CAPODIMONTE;VITERBO;Lazio;Bisenzio;2014;2014-12-27T09:19:30Z;2399946777;11.8747667;42.5740675999999
CAPRANICA;VITERBO;Lazio;Tomba etrusco romana (II sec. AC);2012;2012-09-24T08:10:29Z;1930172477;12.1341851;42.2763252
CASTEL SANT'ELIA;VITERBO;Lazio;Ponte Tre Ponti;2014;2014-02-15T22:26:55Z;2673738955;12.3556732999999;42.2778805
CIVITA CASTELLANA;VITERBO;Lazio;mura del peccato;2014;2014-11-15T22:47:18Z;3189243475;12.4527371;42.3098839999999
FARNESE;VITERBO;Lazio;Sito archeologico etrusco Rofalco;2015;2015-10-03T09:32:21Z;3689758656;11.7138066;42.5707755999999
FARNESE;VITERBO;Lazio;Tomba di Gottimo;2014;2014-08-28T21:53:24Z;3048187235;11.7042249999999;42.5619038999999
MONTALTO DI CASTRO;VITERBO;Lazio;;2013;2013-07-11T17:05:31Z;2381506185;11.6345171;42.4206633
MONTALTO DI CASTRO;VITERBO;Lazio;Fornace etrusca;2011;2011-07-06T16:29:57Z;1351526947;11.6363723;42.418709
NEPI;VITERBO;Lazio;Ponte Nepesino;2014;2014-02-15T22:35:19Z;2673779372;12.3384718;42.2168642
ORIOLO ROMANO;VITERBO;Lazio;Basolato;2015;2015-12-09T12:18:49Z;1845151625;12.1159541999999;42.1694569
ORIOLO ROMANO;VITERBO;Lazio;Colombario romano;2015;2015-09-16T07:44:06Z;3745138274;12.1377745;42.1633805
ORIOLO ROMANO;VITERBO;Lazio;Fontana Vecchia;2015;2015-09-16T07:51:30Z;3745143028;12.1421759999999;42.1593483999999
ORIOLO ROMANO;VITERBO;Lazio;Strada romana;2016;2016-01-25T12:34:17Z;3745150725;12.096966;42.1690064
ORIOLO ROMANO;VITERBO;Lazio;Strada romana;2016;2016-01-30T12:05:47Z;3745151736;12.0992023;42.1666895999999
SORIANO NEL CIMINO;VITERBO;Lazio;Piramide Etrusca;2014;2014-03-04T18:15:02Z;2701601323;12.2641749;42.4814139
SUTRI;VITERBO;Lazio;Parco urbano dell'antichissima Città di Sutri;2015;2015-12-22T10:37:27Z;3904368829;12.2277143;42.2401933
TARQUINIA;VITERBO;Lazio;PORTO CLEMENTINO;2015;2015-08-04T13:56:07Z;3680570749;11.7067292;42.2139312999999
TARQUINIA;VITERBO;Lazio;Tomba del Maestro delle Olimpiadi;2013;2013-11-29T16:17:12Z;2557285117;11.7707909999999;42.2439256999999
TESSENNANO;VITERBO;Lazio;Tomba di Bizza;2014;2014-03-30T15:57:43Z;2754061948;11.7860181;42.4724073
VALLERANO;VITERBO;Lazio;;2015;2015-01-12T10:15:56Z;3283562575;12.2270407;42.3497648999999
VETRALLA;VITERBO;Lazio;Saracinesca - Cisterna romana;2014;2014-08-17T13:01:54Z;3022186631;12.103004;42.3340984
VITERBO;VITERBO;Lazio;Acquarossa;2013;2013-11-27T02:58:12Z;2553751908;12.1332892999999;42.4834365
VITERBO;VITERBO;Lazio;Musarna;2014;2014-02-15T20:32:32Z;2673408627;11.9765756;42.4122179
VITERBO;VITERBO;Lazio;Necropoli Etrusca di Castel d'Asso;2014;2014-03-26T11:17:33Z;2673413808;12.0227841;42.3939219
VITERBO;VITERBO;Lazio;Norchia;2015;2015-12-23T08:10:26Z;951638741;11.9460902;42.3381301
VITERBO;VITERBO;Lazio;Ponte Funicchio;2014;2014-02-15T21:10:22Z;2673460797;12.1198557;42.4629242999999
VITERBO;VITERBO;Lazio;Tagliata etrusca;2015;2015-11-18T09:14:31Z;368219047;12.0953563;42.4130422
VITERBO;VITERBO;Lazio;Tagliata etrusca;2015;2015-11-18T09:14:31Z;369313962;12.0897438;42.4095181
COLLI SUL VELINO;RIETI;Lazio;Villa di Assio;2014;2014-02-14T17:37:49Z;2671701114;12.8113685;42.4924748999999
MONTELEONE SABINO;RIETI;Lazio;Trebula Mutuesca;2014;2014-02-09T21:36:54Z;2664037787;12.8685943;42.2278485
ORVINIO;RIETI;Lazio;;2013;2013-10-13T08:41:52Z;1861667745;12.9169056;42.1422051999999
POGGIO MOIANO;RIETI;Lazio;Ponte romano;2014;2014-07-04T07:51:38Z;2947245724;12.8801731;42.1994279999999
SCANDRIGLIA;RIETI;Lazio;Pietra Demone;2015;2015-05-01T21:19:24Z;3491951323;12.8918993;42.1221420999999
SCANDRIGLIA;RIETI;Lazio;Stalla Licinetta;2014;2014-09-04T23:25:56Z;3060126153;12.8864856;42.1446268999999
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Catacombe di S. Senatore;2014;2014-02-16T23:38:26Z;1602744925;12.6639044999999;41.7231166999999
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Cisternoni Romani;2012;2012-01-25T11:44:49Z;1602744948;12.6616465999999;41.7308263999999
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Porta del Castro Partico;2012;2012-01-23T22:13:35Z;1602744923;12.6611256999999;41.7287698
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Porta Praetoria;2012;2012-01-26T13:32:34Z;1602744933;12.6592214;41.7289900999999
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Sepolcro detto degli Orazi e Curiazi;2014;2014-02-16T23:36:00Z;1602744999;12.6636214;41.7237895
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Villa di Pompeo;2012;2012-01-25T11:44:48Z;1604799795;12.6547804;41.7302569
ALBANO LAZIALE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Villa Romana ai Cavallacci;2014;2014-02-16T23:47:16Z;2676001408;12.6543451;41.7216762999999
ANGUILLARA SABAZIA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Acqua Claudia, Anguillara Sabazia (villa romana);2014;2014-02-15T22:01:43Z;2673639481;12.3007282999999;42.06674
BRACCIANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2013;2013-08-11T12:47:56Z;2414435841;12.1185312;42.0750795
BRACCIANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Forum Clodii;2015;2015-10-03T09:42:00Z;3755852341;12.1617868;42.1350804
BRACCIANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Large Circular Tank on route of Aqua Traiana;2014;2014-11-04T13:26:14Z;3165567937;12.1515068;42.146614
BRACCIANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Terme Apollinari di Vicarello;2016;2016-02-18T12:50:49Z;3868674534;12.2070496;42.1642325999999
BRACCIANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Tomba Etrusca;2011;2011-08-18T10:35:43Z;1403165623;12.1527841999999;42.1233738999999
CANALE MONTERANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Necropoli Ara del Tufo;2015;2015-12-18T10:13:30Z;3897941735;12.0638903;42.1495950999999
CANALE MONTERANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Strada romana;2016;2016-01-30T12:05:39Z;3977836289;12.0929686;42.1475815
CANALE MONTERANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Strada romana;2016;2016-01-30T12:05:39Z;3977836290;12.0933414999999;42.1483429
CANALE MONTERANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Strada romana;2016;2016-01-30T12:05:39Z;3977836291;12.0924083;42.148369
CANALE MONTERANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Strada romana;2016;2016-01-30T12:05:39Z;3977836292;12.0943868;42.1488043
CANALE MONTERANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Strada romana;2016;2016-01-30T12:05:39Z;3977836293;12.0980925999999;42.1508964
CASTEL GANDOLFO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Criptoportico della Villa di Domiziano;2014;2014-10-20T17:59:26Z;2213067153;12.65497;41.7389249
CASTEL GANDOLFO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Teatro Romano della Villa di Domiziano;2014;2014-10-07T20:20:53Z;3117225742;12.6537678;41.7411492999999
CASTEL GANDOLFO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Villa di Domiziano;2014;2014-10-07T19:48:30Z;1604829398;12.655915;41.7383558
CERVETERI;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;località del teatro romano;2013;2013-07-11T21:16:54Z;2381773410;12.1077577;42.0012187999999
CERVETERI;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Tomba etrusca;2014;2014-12-01T16:36:08Z;3214344413;12.0597179;42.0038164999999
CIVITAVECCHIA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;necropoli di Mattonara;2014;2014-02-23T22:31:30Z;2687618432;11.7683487;42.1159973999999
CIVITAVECCHIA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Terme Taurine;2014;2014-02-15T21:47:17Z;2673584622;11.8361099;42.1090610999999
CIVITAVECCHIA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Villa Mattonara;2014;2014-02-23T22:30:58Z;2687616907;11.7685633;42.1164052
FRASCATI;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Parco Archeologico di Cocciano;2014;2014-03-09T20:39:03Z;2461996681;12.6849121;41.8191373
GALLICANO NEL LAZIO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2015;2015-01-11T16:21:45Z;3282404313;12.7956056;41.8808074
GALLICANO NEL LAZIO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ponte della Bullica;2015;2015-01-11T16:21:45Z;3282404318;12.8027081;41.8749918999999
GALLICANO NEL LAZIO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ponte Pischero;2015;2015-01-11T16:21:45Z;3282404312;12.7954554;41.8808312999999
GROTTAFERRATA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Cartiera;2014;2014-05-21T14:41:19Z;2774703483;12.6689626;41.7822839999999
GROTTAFERRATA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Catacombe AD Decimum;2013;2013-05-03T23:09:12Z;2290944893;12.6389117;41.8030724999999
GROTTAFERRATA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Colombari;2016;2016-02-07T20:14:23Z;3994186657;12.6992464999999;41.7974162
GROTTAFERRATA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Mausoleo di M. Celio Viniciano;2016;2016-02-07T20:14:23Z;3898413295;12.7008726;41.7972019999999
GROTTAFERRATA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Mola;2014;2014-05-21T14:41:19Z;2776857200;12.6740806999999;41.781776
LANUVIO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ponte Loreto;2012;2012-08-12T19:55:07Z;1863503950;12.6943207;41.6446824
LANUVIO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;tempio romano;2013;2013-11-30T00:32:45Z;2557992754;12.6986417;41.6811555999999
MANZIANA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Well of running water;2014;2014-11-21T20:49:12Z;3165549558;12.1506390999999;42.1466627
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-02-04T16:02:01Z;2653893601;12.7924025;42.0096104
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-04-27T14:19:15Z;2820801758;12.7973151;42.0235046999999
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-04-27T15:20:44Z;2820932028;12.8104338;42.0193859999999
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-04-27T15:20:45Z;2820932044;12.7881123999999;42.0172219999999
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-04-27T15:20:45Z;2820932054;12.7942170999999;42.0182740999999
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-04-27T15:20:45Z;2820932060;12.7775874999999;42.0083816
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2014;2014-04-27T15:35:31Z;2820964395;12.7726012;42.0039330999999
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Cisterna;2012;2012-09-01T17:39:35Z;1893486783;12.8213567;42.0111607999999
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;criptoportico;2014;2014-07-04T06:57:44Z;2498497689;12.8060844;42.0218639
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Grotte dei Vici;2012;2012-02-22T12:40:49Z;676140467;12.8080665;42.0247499
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;La Peschiera;2013;2013-10-16T16:34:33Z;1905721024;12.7996151;42.0295317
MARCELLINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;villa;2013;2013-10-16T14:20:42Z;2498497680;12.806715;42.0215119
MONTE PORZIO CATONE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Anfiteatro Romano;2014;2014-03-07T21:01:54Z;2533846610;12.7022019;41.7983280999999
MONTE PORZIO CATONE;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Villa di Matidia Augusta;2013;2013-12-05T18:32:24Z;2566804004;12.7008437;41.8115829999999
MONTORIO ROMANO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2015;2015-09-15T16:57:41Z;3744381534;12.7587686999999;42.1454518999999
NEMI;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;emissario;2013;2013-10-14T12:54:08Z;2496143599;12.6950626;41.7130098
NEMI;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;villa romana;2009;2009-04-09T02:16:53Z;370961641;12.6977522;41.7166154
NETTUNO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Torre del Monumento, Nettuno;2014;2014-02-19T13:39:29Z;2680595707;12.6576064;41.4939955999999
PALESTRINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Porta del Sole;2012;2012-10-20T18:43:41Z;1975548783;12.8941262;41.838186
PALOMBARA SABINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2012;2012-09-27T20:03:53Z;1935792554;12.7852903999999;42.0631800999999
PALOMBARA SABINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2012;2012-09-27T20:03:54Z;1935792612;12.7677273;42.0812823999999
PALOMBARA SABINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2012;2012-09-27T20:22:08Z;1935817252;12.7751918999999;42.076827
PALOMBARA SABINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basolato romano;2013;2013-10-11T10:42:10Z;2492075229;12.7972229;42.0785752999999
PALOMBARA SABINA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ponte del Diavolo;2015;2015-05-07T10:10:31Z;3502679150;12.8031115;42.0819807
RIGNANO FLAMINIO;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;villa romana;2014;2014-04-18T12:11:39Z;2798653817;12.4777667;42.2023449
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2009;2009-04-21T21:56:16Z;379773457;12.5774253999999;41.9465442999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2009;2009-04-21T21:56:16Z;379773457;12.5774253999999;41.9465442999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2011;2011-05-02T17:02:36Z;1270407077;12.3902344;42.0224088
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2011;2011-05-02T17:02:36Z;1270407077;12.3902344;42.0224088
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2011;2011-05-02T17:02:37Z;1270407087;12.3903265;42.0224106
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2011;2011-05-02T17:02:37Z;1270407087;12.3903265;42.0224106
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2013;2013-06-10T20:17:43Z;2339729024;12.6245361;41.8154258
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;;2013;2013-06-10T20:17:43Z;2339729024;12.6245361;41.8154258
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Anfiteatro castrense;2014;2014-01-03T21:13:45Z;1791417716;12.5150843;41.8876475
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Anfiteatro castrense;2014;2014-01-03T21:13:45Z;1791417716;12.5150843;41.8876475
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Auditorium of Hadrian;2015;2015-04-28T17:14:37Z;2674284221;12.4832418;41.8958389
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Auditorium of Hadrian;2015;2015-04-28T17:14:37Z;2674284221;12.4832418;41.8958389
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basilica Damasiana;2013;2013-12-27T15:38:46Z;2597020460;12.4327839;41.8360308
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basilica Damasiana;2013;2013-12-27T15:38:46Z;2597020460;12.4327839;41.8360308
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basilica di San Marco;2015;2015-07-12T14:23:49Z;2956715204;12.5057874;41.8613383
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basilica di San Marco;2015;2015-07-12T14:23:49Z;2956715204;12.5057874;41.8613383
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basilica Hilariana;2014;2014-02-16T02:26:42Z;2674141008;12.4966238;41.8858204
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Basilica Hilariana;2014;2014-02-16T02:26:42Z;2674141008;12.4966238;41.8858204
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Campo della Magna Mater;2014;2014-02-16T14:27:29Z;2674837030;12.2908308;41.7525474999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Campo della Magna Mater;2014;2014-02-16T14:27:29Z;2674837030;12.2908308;41.7525474999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Capanna Protostorica;2012;2012-07-21T08:58:19Z;1832878829;12.5123228;41.9784914999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Capanna Protostorica;2012;2012-07-21T08:58:19Z;1832878829;12.5123228;41.9784914999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Catacombe di Ponziano;2014;2014-09-25T03:05:26Z;3095020681;12.4628879;41.8774656
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Catacombe di Ponziano;2014;2014-09-25T03:05:26Z;3095020681;12.4628879;41.8774656
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Catacombe di Sant'Agnese;2014;2014-02-09T06:55:25Z;259555733;12.5187198;41.9227575999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Catacombe di Sant'Agnese;2014;2014-02-09T06:55:25Z;259555733;12.5187198;41.9227575999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Cisterna Romana;2012;2012-01-30T16:36:52Z;1564383515;12.549604;41.8949058999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Cisterna Romana;2012;2012-01-30T16:36:52Z;1564383515;12.549604;41.8949058999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Colombario dei Liberti di Augusto;2014;2014-10-15T20:40:42Z;3132068492;12.5082638999999;41.8647306
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Colombario dei Liberti di Augusto;2014;2014-10-15T20:40:42Z;3132068492;12.5082638999999;41.8647306
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Criptoportico Neroniano;2014;2014-02-09T06:59:25Z;1510795500;12.4871741;41.890019
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Criptoportico Neroniano;2014;2014-02-09T06:59:25Z;1510795500;12.4871741;41.890019
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Crustumerium;2016;2016-01-03T20:49:39Z;3256621308;12.5500609999999;42.0150826
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Crustumerium;2016;2016-01-03T20:49:39Z;3256621308;12.5500609999999;42.0150826
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Domus Augustana - Peristilio;2013;2013-04-11T17:49:50Z;2263021094;12.4865651999999;41.8878622
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Domus Augustana - Peristilio;2013;2013-04-11T17:49:50Z;2263021094;12.4865651999999;41.8878622
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Edicola di Reginald Pole;2014;2014-10-15T20:40:42Z;3132068494;12.5056309999999;41.8658435999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Edicola di Reginald Pole;2014;2014-10-15T20:40:42Z;3132068494;12.5056309999999;41.8658435999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo degli Aureli;2015;2015-06-14T13:58:56Z;3594410888;12.5094723;41.8925023999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo degli Aureli;2015;2015-06-14T13:58:56Z;3594410888;12.5094723;41.8925023999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo degli Ottavi;2014;2014-02-16T01:27:54Z;2674009611;12.4064224;41.963092
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo degli Ottavi;2014;2014-02-16T01:27:54Z;2674009611;12.4064224;41.963092
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo di Santa Passera;2014;2014-02-22T19:47:15Z;2597513065;12.4603017;41.8585251
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo di Santa Passera;2014;2014-02-22T19:47:15Z;2597513065;12.4603017;41.8585251
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo di Trebio Giusto;2014;2014-02-16T01:21:22Z;2673999473;12.5159997;41.8737649999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo di Trebio Giusto;2014;2014-02-16T01:21:22Z;2673999473;12.5159997;41.8737649999999
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo di via Livenza;2015;2015-01-14T16:51:36Z;2674255342;12.4952372999999;41.9134776
ROMA;CITTA' METROPOLITANA DI ROMA CAPITALE;Lazio;Ipogeo di via Livenza;2015;2015-01-14T16:51:36Z;2674255342;12.4952372999999;41.9134776
