Comune;Provincia;Regione;Nome;Anno inserimento;Data e ora inserimento;Identificatore in OpenStreetMap;Longitudine;Latitudine
AGLIE';CITTA' METROPOLITANA DI TORINO;Piemonte;Giardino del Castello Ducale di Agliè;2014;2014-06-08T10:11:18Z;2905417527;77.707.043;453.618.723
AGLIE';CITTA' METROPOLITANA DI TORINO;Piemonte;Parco del Castello Ducale di Agliè;2014;2014-06-08T10:11:18Z;2905417528;77.708.239;453.619.241.999.999
ALICE SUPERIORE;CITTA' METROPOLITANA DI TORINO;Piemonte;Pietra di Gioana;2014;2014-06-24T21:51:57Z;2931926874;77.931.415;454.737.678.999.999
BARONE CANAVESE;CITTA' METROPOLITANA DI TORINO;Piemonte;La Pera d'l beucc;2014;2014-06-03T15:06:33Z;2897288925;78.702.971;453.270.893.999.999
CAREMA;CITTA' METROPOLITANA DI TORINO;Piemonte;Saletta Comunale Carema;2015;2015-11-05T13:51:26Z;3818736269;78.121.999;455.842.748.999.999
CASELLE TORINESE;CITTA' METROPOLITANA DI TORINO;Piemonte;DC3 DAKOTA;2015;2015-08-16T15:43:28Z;2740773960;76.454.286;451.855.662.999.999
CASELLE TORINESE;CITTA' METROPOLITANA DI TORINO;Piemonte;DC3 DAKOTA;2015;2015-08-16T15:43:28Z;2740773960;76.454.286;451.855.662.999.999
CHIALAMBERTO;CITTA' METROPOLITANA DI TORINO;Piemonte;Castej d'le Rive - Piramide di erosione;2015;2015-10-18T18:58:27Z;3791857640;73.567.931;453.657.036.999.999
CHIALAMBERTO;CITTA' METROPOLITANA DI TORINO;Piemonte;Castej d'le Rive - Piramidi di erosione;2015;2015-10-18T18:58:27Z;3791857641;73.583.783;453.654.401
CHIALAMBERTO;CITTA' METROPOLITANA DI TORINO;Piemonte;Roc d'le Masche;2015;2015-10-09T11:01:06Z;3778284132;73.644.257;453.765.529
CHIAVERANO;CITTA' METROPOLITANA DI TORINO;Piemonte;I Tre Buij;2013;2013-01-06T22:31:10Z;2098280962;78.814.939;455.069.128
CHIAVERANO;CITTA' METROPOLITANA DI TORINO;Piemonte;Roc dla Biauta;2013;2013-01-01T21:46:31Z;2091528839;78.940.894;455.072.491
CLAVIERE;CITTA' METROPOLITANA DI TORINO;Piemonte;;2014;2014-09-04T21:24:04Z;3034681088;67.575.696;449.406.387
FENESTRELLE;CITTA' METROPOLITANA DI TORINO;Piemonte;Fortezza di Fenestrelle;2015;2015-02-19T11:54:01Z;2418393200;70.603.341;450.297.817
IVREA;CITTA' METROPOLITANA DI TORINO;Piemonte;;2014;2014-01-17T16:22:23Z;2626037290;78.648.537;454.558.561.999.999
IVREA;CITTA' METROPOLITANA DI TORINO;Piemonte;;2014;2014-01-17T16:22:23Z;2626037300;78.663.517;454.572.132.999.999
LORANZE';CITTA' METROPOLITANA DI TORINO;Piemonte;Masso Coppellato;2014;2014-06-20T20:36:00Z;2925194750;78.078.356;454.486.119.999.999
MONTALTO DORA;CITTA' METROPOLITANA DI TORINO;Piemonte;Roc del Pian d'Audurela;2013;2013-01-06T22:18:33Z;2098968081;78.766.409;455.022.822
ORIO CANAVESE;CITTA' METROPOLITANA DI TORINO;Piemonte;Masso Rabasso;2014;2014-06-03T15:06:33Z;2897288927;78.655.766;45.331.159
PARELLA;CITTA' METROPOLITANA DI TORINO;Piemonte;Castello di Parella;2014;2014-06-18T11:42:14Z;2921726090;77.966.597;454.300.363.999.999
PINEROLO;CITTA' METROPOLITANA DI TORINO;Piemonte;Palazzo dei Principi d'Acaia;2012;2012-12-20T16:09:09Z;2076341123;73.256.142;448.881.603.999.999
SALBERTRAND;CITTA' METROPOLITANA DI TORINO;Piemonte;;2013;2013-11-10T11:48:17Z;2526330247;68.870.889;450.618.290.999.999
SAN MARTINO CANAVESE;CITTA' METROPOLITANA DI TORINO;Piemonte;Antico Forno;2014;2014-06-12T12:44:58Z;2912662910;78.288.925;453.811.834.999.999
STRAMBINELLO;CITTA' METROPOLITANA DI TORINO;Piemonte;Ponte dei Preti;2014;2014-06-18T11:42:16Z;2921731811;77.626.688;454.166.242
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;;2014;2014-09-30T09:06:54Z;3103448293;76.585.485;450.321.405.999.999
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Castello del Borgo Medioevale;2015;2015-02-27T13:25:04Z;2012649764;76.845.686;450.486.499
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Castello del Valentino;2015;2015-02-27T13:24:51Z;3374712389;76.860.696;450.542.708.999.999
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Cavallerizza Reale;2015;2015-02-21T15:42:39Z;3363502193;76.902.547;450.698.221
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Chiostro Chiesa SS. Martiri;2015;2015-02-11T19:45:48Z;3344562652;76.792.156;450.730.468
TORINO;CITTA' METROPOLITANA DI TORINO;Piemonte;Portone del diavolo;2012;2012-11-23T12:26:22Z;1489359313;76.809.339;450.674.822
LIVORNO FERRARIS;VERCELLI;Piemonte;;2013;2013-10-07T08:22:55Z;2476589470;81.175.683;452.816.308
PIODE;VERCELLI;Piemonte;tratto attrezzato;2015;2015-07-04T21:51:23Z;3634623565;80.280.679;457.795.828
PIODE;VERCELLI;Piemonte;Tratto Attrezzato;2015;2015-07-10T00:26:38Z;3405452264;80.291.161;457.761.591
PRAROLO;VERCELLI;Piemonte;Castello di Prarolo;2014;2014-04-20T06:44:14Z;2802947726;84.779.835;452.815.894
RIVE;VERCELLI;Piemonte;Castello di Rive;2014;2014-07-16T06:58:03Z;2965557385;84.198.138;452.130.896
SABBIA;VERCELLI;Piemonte;Faggeta;2015;2015-03-22T13:40:27Z;3412646199;825.410.059.999.999;458.728.057
SCOPA;VERCELLI;Piemonte;Faggeta;2015;2015-03-22T14:42:40Z;3412729683;81.071.538;457.914.686
TRINO;VERCELLI;Piemonte;Abbazia di Lucedio;2014;2014-02-08T22:11:10Z;2481069297;82.337.994;452.372.735
VARALLO;VERCELLI;Piemonte;Castello d'Arian;2015;2015-03-26T08:22:57Z;2933901243;82.806.145;457.843.948
VARALLO;VERCELLI;Piemonte;Castello di Barbavara;2015;2015-03-26T14:39:18Z;3419781618;82.750.624;457.973.495
VARALLO;VERCELLI;Piemonte;Ponte della Gula;2014;2014-07-07T16:05:12Z;2290519296;82.493.254;458.444.946.999.999
VARALLO;VERCELLI;Piemonte;Sala Convegni;2013;2013-05-22T08:08:01Z;2315600189;825.679.309.999.999;45.820.152
VERCELLI;VERCELLI;Piemonte;Antica Ghiacciaia;2015;2015-01-27T18:36:21Z;3315020600;84.024.906;453.110.338.999.999
VERCELLI;VERCELLI;Piemonte;Antico Ospizio dei Poveri;2013;2013-12-11T16:42:36Z;2575965165;84.212.861;453.233.219.999.999
VERCELLI;VERCELLI;Piemonte;"Area Giochi """"Andrea Bodo""""";2014;2014-06-18T10:44:22Z;2921680446;84.259.512;453.222.998.999.999
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani;2014;2014-07-17T12:52:25Z;2967519995;843.495.929.999.999;453.140.975.999.999
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani;2014;2014-07-17T12:52:25Z;2967519996;8.434.725;453.210.714
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani;2014;2014-07-23T16:17:27Z;2975931653;84.191.656;453.353.064
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani 1;2014;2014-07-16T12:02:03Z;2965871921;84.041.677;453.336.805
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani 1;2014;2014-07-17T12:52:25Z;2967519993;842.559.939.999.999;453.221.142
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani 2;2014;2014-07-16T12:02:03Z;2965871922;84.040.865;453.333.190.999.999
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani 2;2014;2014-07-17T12:52:25Z;2967519994;84.253.727;453.221.697.999.999
VERCELLI;VERCELLI;Piemonte;Area Sgambamento Cani 3;2014;2014-07-16T12:02:04Z;2965871923;84.038.799;453.331.266
VERCELLI;VERCELLI;Piemonte;Aula Magna;2014;2014-05-04T17:06:23Z;2836161522;84.145.045;453.177.236
VERCELLI;VERCELLI;Piemonte;Busto del Cardinale Guala Bicheri;2010;2010-11-20T02:44:40Z;995629044;84.131.484;453.180.792
VERCELLI;VERCELLI;Piemonte;Cappella del Beato Amdeo IX;2014;2014-11-08T10:57:30Z;3174594416;84.226.177;453.300.093
VERCELLI;VERCELLI;Piemonte;Casa Ara già Monastero di Sant'Agata;2014;2014-09-29T11:11:51Z;2987519025;842.218.229.999.999;453.273.222.999.999
VERCELLI;VERCELLI;Piemonte;Casa Avogadro di Quinto già Assalino;2014;2014-07-30T11:42:23Z;2987519026;842.098.099.999.999;453.273.640.999.999
VERCELLI;VERCELLI;Piemonte;Casa Bodo già del Monastero di Sant'Agata;2014;2014-07-30T11:42:23Z;2987519027;84.223.611;453.272.653
VERCELLI;VERCELLI;Piemonte;Casa degli Alciati;2014;2014-07-30T11:42:26Z;2559676810;84.225.201;453.265.898
VERCELLI;VERCELLI;Piemonte;Casa dei Minola da Stresa;2015;2015-11-28T12:06:11Z;3864892063;84.220.556;453.245.884.999.999
VERCELLI;VERCELLI;Piemonte;Casa detta dei Bicchieri;2014;2014-08-07T12:28:32Z;3002561372;84.258.766;453.251.239
VERCELLI;VERCELLI;Piemonte;Casa Forte;2014;2014-09-29T11:11:51Z;2987519028;8.421.891;453.276.661
VERCELLI;VERCELLI;Piemonte;Cripta dei Vescovi;2014;2014-11-08T10:57:30Z;3174594417;842.267.099.999.999;453.303.536
VERCELLI;VERCELLI;Piemonte;Domus Romana;2015;2015-05-14T11:10:25Z;3517091872;84.249.095;453.281.350.999.999
VERCELLI;VERCELLI;Piemonte;Ex Chiesa di san Nicola da Tolentino;2015;2015-05-14T11:10:26Z;3517091873;8.424.274;453.280.299.999.999
VERCELLI;VERCELLI;Piemonte;Ex Chiesa di Santa Croce;2014;2014-07-30T11:42:26Z;1220005970;841.937.049.999.999;453.280.421.999.999
VERCELLI;VERCELLI;Piemonte;Ex chiesa di Santo Stefano in Civitate;2015;2015-05-14T11:15:28Z;3517106898;84.250.416;453.282.454
VERCELLI;VERCELLI;Piemonte;Palazzo Arborio Mella;2015;2015-05-14T11:10:26Z;3517091874;8.424.002;453.291.619
VERCELLI;VERCELLI;Piemonte;Palazzo Avogadro della Motta;2015;2015-05-14T11:10:26Z;3517091875;84.239.381;453.288.677
VERCELLI;VERCELLI;Piemonte;Palazzo Avogadro di Quinto;2015;2015-05-14T11:10:26Z;3517091876;8.424.168;453.283.952
VERCELLI;VERCELLI;Piemonte;Palazzo Ayazza;2014;2014-07-30T11:42:26Z;2559676812;84.236.798;453.276.157.999.999
VERCELLI;VERCELLI;Piemonte;Palazzo Barberis;2014;2014-10-30T18:28:12Z;3158269207;841.733.999.999.999;453.255.257
VERCELLI;VERCELLI;Piemonte;Palazzo Borgogna già Lanchetti;2014;2014-10-08T13:30:21Z;3118395393;84.250.875;453.241.042
VERCELLI;VERCELLI;Piemonte;Palazzo Ferraris;2015;2015-05-14T11:10:26Z;3517091877;84.240.826;453.279.764.999.999
VERCELLI;VERCELLI;Piemonte;Palazzo Langosco;2013;2013-12-01T11:48:35Z;2559676813;84.237.424;453.268.587
VERCELLI;VERCELLI;Piemonte;Palazzo Montanaro di Viancino;2014;2014-07-30T11:42:23Z;2987519029;84.223.514;453.264.831.999.999
VERCELLI;VERCELLI;Piemonte;Palazzo Montegrandi;2014;2014-07-30T11:42:26Z;2986544655;84.241.553;453.275.926
VERCELLI;VERCELLI;Piemonte;Palazzo Olgiati;2014;2014-07-31T09:43:04Z;2989189631;842.490.029.999.999;453.253.727.999.999
VERCELLI;VERCELLI;Piemonte;Piccolo Studio;2011;2011-03-27T00:07:58Z;1220006134;84.189.873;453.292.189
VERCELLI;VERCELLI;Piemonte;Sala Capitolare;2011;2011-03-27T00:07:59Z;1220006210;841.910.539.999.999;453.290.799.999.999
VERCELLI;VERCELLI;Piemonte;Sala delle Tarsie;2014;2014-04-08T09:25:50Z;2525376976;84.247.083;45.323.276
VERCELLI;VERCELLI;Piemonte;Salone Dugentesco;2014;2014-07-30T11:42:26Z;1220006168;841.902.239.999.999;453.281.599.999.999
VERCELLI;VERCELLI;Piemonte;Teatro dei Nobili;2014;2014-10-19T11:17:01Z;3138247794;84.265.351;453.274.152.999.999
VERCELLI;VERCELLI;Piemonte;Tempio di Venere;2013;2013-12-04T14:46:49Z;2561306205;84.256.537;45.326.962
ARONA;NOVARA;Piemonte;San Carlone;2014;2014-08-22T21:39:24Z;2180408415;85.433.146;457.702.711
GALLIATE;NOVARA;Piemonte;Tomba di Achille Varzi;2015;2015-09-21T13:58:34Z;3752911925;87.019.454;454.763.653.999.999
ORTA SAN GIULIO;NOVARA;Piemonte;Villa Crespi;2012;2012-07-23T15:46:12Z;738250181;84.161.004;457.966.282
BARBARESCO;CUNEO;Piemonte;Enoteca Regionale del Barbaresco;2014;2014-11-01T17:53:03Z;275951852;80.807.591;447.251.859
ROCCAFORTE MONDOVI';CUNEO;Piemonte;Terme di Lurisia;2013;2013-08-19T20:15:57Z;105472783;76.985.162;442.961.236
VILLAR SAN COSTANZO;CUNEO;Piemonte;Riserva Naturale dei Ciciu del Villar;2009;2009-08-11T08:11:05Z;461603776;73.846.083;444.911.043.999.999
VINADIO;CUNEO;Piemonte;Forte di Vinadio;2010;2010-07-10T19:12:52Z;810385256;71.720.702;443.071.594
CASTEL BOGLIONE;ASTI;Piemonte;Azienda Agricola Cascina Garitina;2014;2014-02-10T15:07:36Z;2286180507;83.794.302;447.354.069
CASTELL'ALFERO;ASTI;Piemonte;Ciabot 'd Gianduja;2013;2013-09-03T14:06:07Z;1481147931;816.827.679.999.999;449.723.019.999.999
LOAZZOLO;ASTI;Piemonte;;2013;2013-04-30T13:41:40Z;2286742182;82.672.497;446.558.443.999.999
LOAZZOLO;ASTI;Piemonte;Borgo Maragliano Winary;2013;2013-09-14T00:50:19Z;2286742590;8.255.743;446.716.284.999.999
LOAZZOLO;ASTI;Piemonte;Forteto della Luja;2011;2011-08-09T18:45:37Z;1392842514;825.199.699.999.999;44.687.887
ACQUI TERME;ALESSANDRIA;Piemonte;Fonte la Bollente;2010;2010-09-21T09:46:28Z;920090796;84.704.447;446.756.292.999.999
ALESSANDRIA;ALESSANDRIA;Piemonte;ALEXALA - Turismo Alessandria & Monferrato;2015;2015-08-10T09:19:33Z;3689062425;86.151.481;449.183.671.999.999
ALESSANDRIA;ALESSANDRIA;Piemonte;Ex Distretto Militare di Alessandria;2015;2015-11-11T17:01:05Z;3831031157;86.091.555;449.135.588.999.999
ALESSANDRIA;ALESSANDRIA;Piemonte;Ex Ospedale Militare - Ex Chiesa S. Francesco;2015;2015-11-11T17:01:05Z;3831031158;8.615.221;449.110.865
BOSIO;ALESSANDRIA;Piemonte;Laghi del Gorzente;2010;2010-08-04T08:15:14Z;845709323;88.167.617;4.454.706
BOSIO;ALESSANDRIA;Piemonte;lago Badana;2010;2010-08-07T10:14:49Z;845726060;880.910.169.999.999;445.487.994
BOSIO;ALESSANDRIA;Piemonte;lago Bruno;2014;2014-11-04T13:29:41Z;845726064;88.180.494;445.516.742
CANTALUPO LIGURE;ALESSANDRIA;Piemonte;Strette del Borbera;2010;2010-03-06T07:53:17Z;660961547;9.030.025;447.261.071
CASALE MONFERRATO;ALESSANDRIA;Piemonte;Monumento alla Difesa;2012;2012-06-03T14:21:10Z;949892814;844.628.269.999.999;451.379.792.999.999
CASALE MONFERRATO;ALESSANDRIA;Piemonte;Monumento a Luigi Canina;2010;2010-10-19T20:04:42Z;949892789;8.449.697;451.373.386
CASALE MONFERRATO;ALESSANDRIA;Piemonte;Monumento equestre a Carlo Alberto;2014;2014-10-15T08:10:57Z;949892792;84.511.724;451.371.699
CASALE MONFERRATO;ALESSANDRIA;Piemonte;Torre Civica di Santo Stefano;2013;2013-11-09T08:51:36Z;706796971;844.997.079.999.999;451.373.539
CASALNOCETO;ALESSANDRIA;Piemonte;Palazzo Spinola;2013;2013-11-10T16:51:25Z;635199037;89.593.617;449.246.485
CASTELLANIA;ALESSANDRIA;Piemonte;Casa di Fausto Coppi;2010;2010-02-10T20:18:11Z;635196404;893.057.439.999.999;447.980.392.999.999
LU;ALESSANDRIA;Piemonte;Torre di LU;2015;2015-04-24T18:30:53Z;3475343713;84.838.087;450.015.803
ANTEY-SAINT-ANDRE';AOSTA;Valle d'Aosta;Incisioni rupestri Tsamosentse;2011;2011-12-20T11:04:31Z;1555520281;76.090.347;458.419.773.999.999
ANTEY-SAINT-ANDRE';AOSTA;Valle d'Aosta;Ru Pan Perdu;2011;2011-11-26T16:00:00Z;1517929615;75.833.529;458.065.238
AOSTA;AOSTA;Valle d'Aosta;Anfiteatro romano di Aosta;2015;2015-01-21T09:34:54Z;2662274391;73.218.748;457.396.316
AOSTA;AOSTA;Valle d'Aosta;Casa Tollen;2015;2015-02-07T08:57:34Z;3335688379;73.228.983;457.390.619.999.999
AOSTA;AOSTA;Valle d'Aosta;Castello di Bramafam (Torre di Bramafam);2015;2015-01-21T22:29:17Z;3302099230;73.187.447;45.733.978
AOSTA;AOSTA;Valle d'Aosta;Hotel de La Monnaie;2015;2015-02-07T08:57:34Z;3335688381;73.229.821;457.389.557.999.999
AOSTA;AOSTA;Valle d'Aosta;Tiglio secolare;2015;2015-01-21T09:34:54Z;848109685;73.248.423;457.392.017
AOSTA;AOSTA;Valle d'Aosta;Torre Casei / Tour Fromages;2015;2015-02-07T08:57:34Z;3335688382;73.228.987;457.388.363.999.999
AOSTA;AOSTA;Valle d'Aosta;Torre dei Balivi;2015;2015-02-07T08:57:43Z;3302997764;73.221.137;457.403.409
AOSTA;AOSTA;Valle d'Aosta;Torre dei Signori di Porta S. Orso;2015;2015-01-21T09:34:38Z;3302099232;73.233.004;457.380.867.999.999
AOSTA;AOSTA;Valle d'Aosta;Torre del Lebbroso;2015;2015-01-25T09:34:57Z;3302099233;73.156.142;457.343.802.999.999
AOSTA;AOSTA;Valle d'Aosta;Torre Pertuis / Maison Blanche;2015;2015-02-07T08:57:34Z;3335688383;7.320.089;457.396.839.999.999
AOSTA;AOSTA;Valle d'Aosta;Tour du Pailleron;2015;2015-01-25T09:10:54Z;3309154083;73.226.071;457.349.778.999.999
AOSTA;AOSTA;Valle d'Aosta;Tourneuve;2015;2015-01-21T09:34:39Z;3302099234;73.135.307;45.737.895
ARNAD;AOSTA;Valle d'Aosta;Casaforte di Ville;2015;2015-12-13T08:51:06Z;3890034690;77.262.053;456.416.509
ARNAD;AOSTA;Valle d'Aosta;Faggeta;2014;2014-06-13T08:12:15Z;2913962785;77.488.986;456.299.357.999.999
ARNAD;AOSTA;Valle d'Aosta;Forte Machaby - Forte Lucini;2015;2015-07-01T19:46:50Z;2913980723;77.426.664;456.339.463.999.999
ARNAD;AOSTA;Valle d'Aosta;Peonia Officinale;2011;2011-06-15T13:24:00Z;1326342965;77.752.616;456.271.123
ARNAD;AOSTA;Valle d'Aosta;Via Crucis;2014;2014-06-13T08:38:47Z;2913962793;77.449.575;456.353.024
AYAS;AOSTA;Valle d'Aosta;Antica Chiesa di Sant'Anna;2016;2016-01-05T17:47:53Z;3929064523;77.264.027;458.316.208
AYAS;AOSTA;Valle d'Aosta;Antico Forno del Crest;2016;2016-01-05T17:47:54Z;3929064524;77.398.922;458.331.857
AYAS;AOSTA;Valle d'Aosta;Antico Forno di Cuneaz;2016;2016-01-05T17:47:54Z;3929064525;77.523.389;458.276.011.999.999
AYAS;AOSTA;Valle d'Aosta;Antico Forno di Frantze;2016;2016-01-05T17:47:54Z;3929064526;77.397.233;458.318.056.999.999
AYAS;AOSTA;Valle d'Aosta;Casa Challant - Maison Fournier;2015;2015-12-13T15:08:00Z;3890483954;7.688.624;458.121.844
AYAS;AOSTA;Valle d'Aosta;"Casa """"della Dina""""";2016;2016-01-05T17:47:54Z;3929064528;77.392.356;458.320.814
AYAS;AOSTA;Valle d'Aosta;Stazione Arrivo Vecchia Teleferica;2014;2014-09-15T18:42:50Z;3078875133;77.397.314;458.659.923
AYAS;AOSTA;Valle d'Aosta;Tratto attrezzato;2016;2016-01-05T17:48:29Z;1418701174;77.782.219;458.209.725.999.999
AYAS;AOSTA;Valle d'Aosta;Villa Rivetti;2015;2015-12-14T10:46:14Z;3891507794;76.865.293;458.115.371.999.999
BARD;AOSTA;Valle d'Aosta;Faggeta;2015;2015-07-01T19:46:46Z;3629709624;7.761.203;456.244.252.999.999
BARD;AOSTA;Valle d'Aosta;Forte Di Bard;2014;2014-10-13T17:15:15Z;1746633413;77.445.774;456.082.091.999.999
BRUSSON;AOSTA;Valle d'Aosta;Antica Meridiana;2013;2013-08-27T07:49:23Z;2433496481;77.391.149;457.680.738.999.999
BRUSSON;AOSTA;Valle d'Aosta;Antico Municipio di Brusson;2015;2015-04-12T15:10:41Z;3452076723;77.337.493;457.595.215.999.999
BRUSSON;AOSTA;Valle d'Aosta;Fagus Sylvatica Rubra;2014;2014-07-22T10:49:17Z;1297316640;77.325.734;45.758.426
BRUSSON;AOSTA;Valle d'Aosta;Giardinetto Alpino;2013;2013-08-27T07:49:23Z;2433496482;77.772.933;457.876.493.999.999
BRUSSON;AOSTA;Valle d'Aosta;Opere di Presa;2015;2015-08-31T18:15:10Z;3723554425;77.371.929;457.514.909
BRUSSON;AOSTA;Valle d'Aosta;Pozzo Filone n° 3 q.1550;2015;2015-05-21T15:07:10Z;2919476466;77.385.416;457.312.143.999.999
BRUSSON;AOSTA;Valle d'Aosta;Pozzo Filone n° 5;2014;2014-08-19T16:16:13Z;2919476632;77.379.894;457.316.168.999.999
BRUSSON;AOSTA;Valle d'Aosta;Pozzo Filone n° 5;2014;2014-08-19T16:16:13Z;3026817846;7.737.839;457.315.493.999.999
BRUSSON;AOSTA;Valle d'Aosta;Pyrus Communis;2015;2015-04-12T15:10:41Z;3452076726;77.356.949;457.587.436.999.999
BRUSSON;AOSTA;Valle d'Aosta;Rocce Calcaree;2013;2013-08-27T07:49:24Z;2433496483;77.780.896;457.897.889.999.999
BRUSSON;AOSTA;Valle d'Aosta;Tratto Attrezzato;2013;2013-08-27T07:49:48Z;1292039708;7.753.248;457.940.716
BRUSSON;AOSTA;Valle d'Aosta;Tratto Attrezzato;2013;2013-08-27T07:49:48Z;1292040081;77.411.626;457.926.906
BRUSSON;AOSTA;Valle d'Aosta;Trincea;2015;2015-05-21T15:07:09Z;3533657294;77.391.239;457.312.476
BRUSSON;AOSTA;Valle d'Aosta;Trincea q. 1544;2015;2015-05-21T15:07:11Z;2919475530;77.387.787;457.313.246
BRUSSON;AOSTA;Valle d'Aosta;Trincea q. 1544;2015;2015-05-21T15:07:11Z;3026817852;77.388.482;457.313.271
BRUSSON;AOSTA;Valle d'Aosta;Tumolo dell'età del ferro;2014;2014-08-04T12:19:20Z;2995707515;77.166.872;457.632.473.999.999
BRUSSON;AOSTA;Valle d'Aosta;Zona di Frane;2013;2013-08-06T21:18:45Z;2409286565;78.006.808;457.420.639.999.999
BRUSSON;AOSTA;Valle d'Aosta;Zona di Frane;2013;2013-08-06T21:18:45Z;2409288490;77.999.838;457.399.953.999.999
BRUSSON;AOSTA;Valle d'Aosta;Zona di Frane;2014;2014-09-19T16:26:16Z;2409288495;78.001.083;457.445.147
BRUSSON;AOSTA;Valle d'Aosta;Zona possibili nevai residui;2014;2014-06-23T14:16:41Z;2929291163;77.624.237;457.869.446.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Antica Forno Comunitario di Tilly;2015;2015-07-14T16:44:28Z;3650967852;77.335.618;457.071.872
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Antica Scuola Rurale di Tilly;2015;2015-07-14T16:44:28Z;3650967853;77.335.056;457.065.053.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Antico Forno di Allesaz;2015;2015-08-31T17:25:41Z;3723496661;77.515.928;457.288.666
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Antico Mulino Di Ruvere (Mulino Vecchio);2015;2015-04-18T13:58:10Z;3463470007;77.428.264;457.162.823
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Casa Antica;2015;2015-07-14T16:44:28Z;3650967854;77.336.136;457.072.762.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Cava Quarzo;2014;2014-08-18T19:16:19Z;1682036028;77.274.083;457.189.229
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Galleria Cieca;2014;2014-08-19T08:10:21Z;3026817838;77.379.513;457.305.567
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Galleria Via Bechaz;2014;2014-07-07T11:35:03Z;1272066322;77.307.589;4.572.469
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Miniera Di Bochey;2014;2014-08-18T19:16:19Z;1270537950;7.726.665;457.185.723.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Miniera di Orbeillaz;2014;2014-07-07T11:35:03Z;1271243247;77.117.675;457.123.114.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Mulino Nuovo;2015;2015-11-24T10:37:49Z;3463470008;77.381.032;457.179.703.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Parete Nord della Becca Torché;2013;2013-10-08T07:30:53Z;2487633292;77.858.063;456.913.174
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Piccolo Pozzo;2014;2014-08-19T16:16:13Z;2919476453;77.373.731;457.312.190.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Piccolo Pozzo;2014;2014-08-19T16:16:13Z;3026817845;77.373.136;457.312.926.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Piccolo Pozzo;2015;2015-05-21T15:07:10Z;2919476422;77.370.945;457.308.481.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Pozzo Filone n° 2;2014;2014-08-19T16:16:13Z;1271772383;77.373.658;457.304.384.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Pozzo Filone n° 6;2015;2015-05-21T15:07:10Z;3026817847;77.352.024;457.306.036
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Pozzo Filone n° 6 di mezzo;2015;2015-05-21T15:07:09Z;3533657293;77.352.542;457.306.128
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Pozzo Filone n° 6 vecchio;2015;2015-05-21T15:07:10Z;2919475532;77.357.332;457.308.639.999.999
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Pozzo Gran Guillate;2014;2014-08-19T16:16:14Z;1271772721;77.384.323;457.238.793
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;tratto difficile su quarziti;2015;2015-08-31T17:45:45Z;2433444094;77.055.095;457.035.927
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Traversobanco Bechaz;2014;2014-08-19T08:10:37Z;1271772412;7.738.458;45.730.521
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Traversobanco n°1;2014;2014-08-19T08:10:37Z;1271772437;77.378.037;457.300.405
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Traversobanco n° 2;2014;2014-08-19T08:10:37Z;1271772690;77.376.341;457.306.034
CHALLAND-SAINT-ANSELME;AOSTA;Valle d'Aosta;Traverso Banco n° 3;2014;2014-08-19T08:10:37Z;2919475533;77.373.079;457.310.562.999.999
